index,relative_path,top,directory,name,inferred_category,usage,duration_sec,size_kb,channels,sample_rate,reference_count,first_references
277,Custom\Perforator\PerfHiveShoot3.ogg,Custom,Custom\Perforator,PerfHiveShoot3,自定义/Boss/系统,Custom\Perforator 专用音效；动作：射击/发射；主题：Perf Hive Shoot。 代码标识：pull。,0.69,32.5,2,44100,2,Projectiles\Ranged\SepticSkewerHarpoon.cs:152 (pull); NPCs\Perforator\PerforatorHive.cs:37 (GeyserShoot)
278,Custom\Perforator\PerfHiveSpawn.ogg,Custom,Custom\Perforator,PerfHiveSpawn,自定义/Boss/系统,Custom\Perforator 专用音效；动作：移动/生成/阶段转换；主题：Perf Hive Spawn。 代码标识：HiveSpawn。,2.31,77.8,2,44100,1,NPCs\Perforator\PerforatorCyst.cs:15 (HiveSpawn)
279,Custom\Perforator\PerfHiveWormSpawn.ogg,Custom,Custom\Perforator,PerfHiveWormSpawn,自定义/Boss/系统,Custom\Perforator 专用音效；动作：移动/生成/阶段转换；主题：Perf Hive Worm Spawn。 代码标识：WormSpawn。,1.15,45.3,2,44100,1,NPCs\Perforator\PerforatorHive.cs:39 (WormSpawn)
280,Custom\PistolShrimpBubbleBurst.ogg,Custom,Custom,PistolShrimpBubbleBurst,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Pistol Shrimp Bubble Burst。 未找到直接字符串引用，可能由资源约定、动态路径或遗留资源使用。,0.42,10.9,2,44100,0,
281,Custom\PlagueSounds\PBGAttackSwitch1.ogg,Custom,Custom\PlagueSounds,PBGAttackSwitch1,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：通用/特殊；主题：PBG Attack Switch。 代码标识：AttackSwitchSound。,1.31,28.4,2,44100,1,NPCs\PlaguebringerGoliath\PlaguebringerGoliath.cs:58 (AttackSwitchSound)
282,Custom\PlagueSounds\PBGAttackSwitch2.ogg,Custom,Custom\PlagueSounds,PBGAttackSwitch2,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：通用/特殊；主题：PBG Attack Switch。 代码标识：AttackSwitchSound。,1.66,39.8,2,44100,1,NPCs\PlaguebringerGoliath\PlaguebringerGoliath.cs:58 (AttackSwitchSound)
283,Custom\PlagueSounds\PBGAttackSwitchShort.ogg,Custom,Custom\PlagueSounds,PBGAttackSwitchShort,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：通用/特殊；主题：PBG Attack Switch Short。 代码标识：Primed。,0.23,6.1,2,44100,3,Projectiles\Ranged\AcidRocket.cs:103 (Primed); Projectiles\Ranged\TheHiveHoldout.cs:95 (fullCharge); Projectiles\Rogue\DestructionStar.cs:95 (sound)
284,Custom\PlagueSounds\PBGBarrageLaunch.ogg,Custom,Custom\PlagueSounds,PBGBarrageLaunch,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：射击/发射；主题：PBG Barrage Launch。 代码标识：fire。,1.38,22.5,2,48000,3,Projectiles\Ranged\TheHiveHoldout.cs:140 (fire); Projectiles\Ranged\TheHiveHoldout.cs:150 (fire); NPCs\PlaguebringerGoliath\PlaguebringerGoliath.cs:60 (BarrageLaunchSound)
285,Custom\PlagueSounds\PBGDash.ogg,Custom,Custom\PlagueSounds,PBGDash,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：移动/生成/阶段转换；主题：PBG Dash。 代码标识：DashSound。,0.96,22.0,2,48000,1,NPCs\PlaguebringerGoliath\PlaguebringerGoliath.cs:59 (DashSound)
286,Custom\PlagueSounds\PBGNukeWarning.ogg,Custom,Custom\PlagueSounds,PBGNukeWarning,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：爆炸/爆裂；主题：PBG Nuke Warning。 代码标识：NukeWarningSound。,3.57,50.8,2,44100,1,NPCs\PlaguebringerGoliath\PlaguebringerGoliath.cs:57 (NukeWarningSound)
287,Custom\PlagueSounds\PlagueBoom1.ogg,Custom,Custom\PlagueSounds,PlagueBoom1,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：爆炸/爆裂；主题：Plague Boom。 代码标识：PlagueBoomSound。,1.06,17.4,2,44100,4,Sounds\CommonCalamitySounds.cs:26 (PlagueBoomSound); Projectiles\Ranged\AcidRocket.cs:140 (fire); Projectiles\Ranged\HiveMissile.cs:130 (fire); 另 1 处
288,Custom\PlagueSounds\PlagueBoom2.ogg,Custom,Custom\PlagueSounds,PlagueBoom2,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：爆炸/爆裂；主题：Plague Boom。 代码标识：PlagueBoomSound。,1.21,23.3,2,44100,4,Sounds\CommonCalamitySounds.cs:26 (PlagueBoomSound); Projectiles\Ranged\AcidRocket.cs:140 (fire); Projectiles\Ranged\HiveMissile.cs:130 (fire); 另 1 处
289,Custom\PlagueSounds\PlagueBoom3.ogg,Custom,Custom\PlagueSounds,PlagueBoom3,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：爆炸/爆裂；主题：Plague Boom。 代码标识：PlagueBoomSound。,1.38,21.6,2,44100,4,Sounds\CommonCalamitySounds.cs:26 (PlagueBoomSound); Projectiles\Ranged\AcidRocket.cs:140 (fire); Projectiles\Ranged\HiveMissile.cs:130 (fire); 另 1 处
290,Custom\PlagueSounds\PlagueBoom4.ogg,Custom,Custom\PlagueSounds,PlagueBoom4,自定义/Boss/系统,瘟疫主题攻击、爆炸和机械虫群音效；动作：爆炸/爆裂；主题：Plague Boom。 代码标识：PlagueBoomSound。,1.47,22.0,2,44100,5,Sounds\CommonCalamitySounds.cs:26 (PlagueBoomSound); Projectiles\Magic\WarpSigilShot.cs:96 (w); Projectiles\Ranged\AcidRocket.cs:140 (fire); 另 2 处
291,Custom\PlagueUnleash.ogg,Custom,Custom,PlagueUnleash,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Plague Unleash。 代码标识：PlagueSound。,4.05,68.5,2,44100,1,NPCs\CalamityGlobalNPCLoot.cs:40 (PlagueSound)
292,Custom\PlantyMushMine1.ogg,Custom,Custom,PlantyMushMine1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Planty Mush Mine。 代码标识：MineSound。,0.30,9.4,2,44100,5,Tiles\Abyss\PlantyMush.cs:17 (MineSound); Projectiles\Boss\HolyLight.cs:119 (fireHeal); Projectiles\Rogue\InkBombProjectile.cs:13 (Explode); 另 2 处
293,Custom\PlantyMushMine2.ogg,Custom,Custom,PlantyMushMine2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Planty Mush Mine。 代码标识：MineSound。,0.33,9.4,2,44100,5,Tiles\Abyss\PlantyMush.cs:17 (MineSound); Projectiles\Boss\HolyLight.cs:119 (fireHeal); Projectiles\Rogue\InkBombProjectile.cs:13 (Explode); 另 2 处
294,Custom\PlantyMushMine3.ogg,Custom,Custom,PlantyMushMine3,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Planty Mush Mine。 代码标识：MineSound。,0.32,10.6,2,44100,5,Tiles\Abyss\PlantyMush.cs:17 (MineSound); Projectiles\Boss\HolyLight.cs:119 (fireHeal); Projectiles\Rogue\InkBombProjectile.cs:13 (Explode); 另 2 处
295,Custom\PlatingMine1.ogg,Custom,Custom,PlatingMine1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Plating Mine。 代码标识：PlatingMine。,0.33,11.0,1,44100,1,Sounds\CommonCalamitySounds.cs:28 (PlatingMine)
296,Custom\PlatingMine2.ogg,Custom,Custom,PlatingMine2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Plating Mine。 代码标识：PlatingMine。,0.33,11.4,1,44100,1,Sounds\CommonCalamitySounds.cs:28 (PlatingMine)
297,Custom\PlatingMine3.ogg,Custom,Custom,PlatingMine3,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：采掘/破碎/物块碰撞；主题：Plating Mine。 代码标识：PlatingMine。,0.34,11.3,1,44100,1,Sounds\CommonCalamitySounds.cs:28 (PlatingMine)
298,Custom\Polterghast\PolterghastP2Transition.ogg,Custom,Custom\Polterghast,PolterghastP2Transition,自定义/Boss/系统,Custom\Polterghast 专用音效；动作：激活/使用/UI；主题：Polterghast P2 Transition。 代码标识：P2Sound。,1.50,76.6,2,44100,1,NPCs\Polterghast\Polterghast.cs:57 (P2Sound)
299,Custom\Polterghast\PolterghastP3Transition.ogg,Custom,Custom\Polterghast,PolterghastP3Transition,自定义/Boss/系统,Custom\Polterghast 专用音效；动作：激活/使用/UI；主题：Polterghast P3 Transition。 代码标识：P3Sound。,2.54,114.2,2,44100,1,NPCs\Polterghast\Polterghast.cs:58 (P3Sound)
300,Custom\Polterghast\PolterghastPhantomSpawn.ogg,Custom,Custom\Polterghast,PolterghastPhantomSpawn,自定义/Boss/系统,Custom\Polterghast 专用音效；动作：移动/生成/阶段转换；主题：Polterghast Phantom Spawn。 代码标识：PhantomSound。,1.38,73.8,2,44100,1,NPCs\Polterghast\Polterghast.cs:60 (PhantomSound)
301,Custom\Polterghast\PolterghastSpawn.ogg,Custom,Custom\Polterghast,PolterghastSpawn,自定义/Boss/系统,Custom\Polterghast 专用音效；动作：移动/生成/阶段转换；主题：Polterghast Spawn。 代码标识：SpawnSound。,3.69,174.3,2,44100,1,NPCs\Polterghast\Polterghast.cs:59 (SpawnSound)
302,Custom\PrimordialWyrmCharge.ogg,Custom,Custom,PrimordialWyrmCharge,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：蓄力/充能/冷却；主题：Primordial Wyrm Charge。 代码标识：ChargeSound。,2.48,19.7,2,44100,1,NPCs\PrimordialWyrm\PrimordialWyrmHead.cs:85 (ChargeSound)
303,Custom\ProfanedGuardians\GuardianDash.ogg,Custom,Custom\ProfanedGuardians,GuardianDash,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：移动/生成/阶段转换；主题：Guardian Dash。 代码标识：sound。,0.69,22.1,2,44100,9,CalPlayer\CalamityPlayerMiscEffects.cs:1753 (sound); Projectiles\Magic\FireImplosion.cs:121; Projectiles\Ranged\ElysianArrowRain.cs:158 (onKill); 另 6 处
304,Custom\ProfanedGuardians\GuardianHeal.ogg,Custom,Custom\ProfanedGuardians,GuardianHeal,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：通用/特殊；主题：Guardian Heal。 代码标识：heal。,0.77,33.3,2,44100,2,Projectiles\Typeless\RelicOfConvergenceCrystal.cs:107 (heal); Projectiles\Typeless\RelicOfDeliveranceSpear.cs:348 (sound)
305,Custom\ProfanedGuardians\GuardianRay.ogg,Custom,Custom\ProfanedGuardians,GuardianRay,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：激光/光束；主题：Guardian Ray。 代码标识：bigShot。,2.43,52.3,2,44100,4,Projectiles\Magic\PurgeGuzzlerHoldout.cs:88 (bigShot); Projectiles\Melee\Yoyos\BurningRevelationYoyo.cs:138 (fireHeal); NPCs\ProfanedGuardians\ProfanedGuardianCommander.cs:41 (HolyRaySound); 另 1 处
306,Custom\ProfanedGuardians\GuardianRockShieldActivate.ogg,Custom,Custom\ProfanedGuardians,GuardianRockShieldActivate,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：激活/使用/UI；主题：Guardian Rock Shield Activate。 代码标识：youGotHit。,1.21,29.2,2,44100,3,CalPlayer\CalamityPlayerHitHurt.cs:1305 (youGotHit); CalPlayer\CalamityPlayerMiscEffects.cs:1723 (y); NPCs\ProfanedGuardians\ProfanedGuardianDefender.cs:31 (RockShieldSpawnSound)
307,Custom\ProfanedGuardians\GuardianShieldDeactivate.ogg,Custom,Custom\ProfanedGuardians,GuardianShieldDeactivate,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：激活/使用/UI；主题：Guardian Shield Deactivate。 代码标识：shot。,0.97,23.4,2,44100,5,Projectiles\Magic\PurgeGuzzlerHoldout.cs:57 (shot); Projectiles\Melee\HolyColliderHoldout.cs:247 (swing); Projectiles\Typeless\ArtifactOfResilienceShards.cs:144 (boom); 另 2 处
308,Custom\ProfanedGuardians\GuardianSpawn.ogg,Custom,Custom\ProfanedGuardians,GuardianSpawn,自定义/Boss/系统,Custom\ProfanedGuardians 专用音效；动作：移动/生成/阶段转换；主题：Guardian Spawn。 代码标识：UseSound。,1.93,31.6,2,48000,1,Items\SummonItems\ProfanedShard.cs:14 (UseSound)
309,Custom\Providence\ProvidenceBurn.ogg,Custom,Custom\Providence,ProvidenceBurn,自定义/Boss/系统,Custom\Providence 专用音效；动作：通用/特殊；主题：Providence Burn。 代码标识：fullPower。,3.28,63.4,2,44100,4,NPCs\CalamityGlobalNPC.cs:3143 (fullPower); Projectiles\Melee\HolyColliderHoldout.cs:166 (fullCharge); Projectiles\Ranged\PristineFire.cs:66 (ignite); 另 1 处
310,Custom\Providence\ProvidenceBurnLoop.ogg,Custom,Custom\Providence,ProvidenceBurnLoop,自定义/Boss/系统,Custom\Providence 专用音效；动作：循环/开始结束/预警；主题：Providence Burn Loop。 代码标识：burn。,3.54,101.5,2,44100,2,Projectiles\Melee\HolyColliderHoldout.cs:158 (burn); NPCs\Providence\Providence.cs:110 (BurnLoopSound)
311,Custom\Providence\ProvidenceDeathAnimation.ogg,Custom,Custom\Providence,ProvidenceDeathAnimation,自定义/Boss/系统,Custom\Providence 专用音效；动作：死亡/击杀；主题：Providence Death Animation。 代码标识：DeathAnimationSound。,9.91,194.6,2,44100,1,NPCs\Providence\Providence.cs:106 (DeathAnimationSound)
312,Custom\Providence\ProvidenceHolyBlastImpact.ogg,Custom,Custom\Providence,ProvidenceHolyBlastImpact,自定义/Boss/系统,Custom\Providence 专用音效；动作：受击/命中/冲击；主题：Providence Holy Blast Impact。 代码标识：ImpactSound。,1.00,20.7,2,44100,6,Projectiles\Boss\HolyBlast.cs:27 (ImpactSound); Projectiles\Ranged\BlissfulBombardierSplitProjectile.cs:77 (fire); Projectiles\Ranged\PristineSecondary.cs:55 (ignite); 另 3 处
313,Custom\Providence\ProvidenceHolyBlastShoot.ogg,Custom,Custom\Providence,ProvidenceHolyBlastShoot,自定义/Boss/系统,Custom\Providence 专用音效；动作：射击/发射；主题：Providence Holy Blast Shoot。 代码标识：ShootSound。,0.71,16.2,2,44100,7,Projectiles\Boss\HolyBlast.cs:26 (ShootSound); Projectiles\Magic\TerraSigil.cs:47; Projectiles\Melee\HolyColliderHoldout.cs:240 (swing); 另 4 处
314,Custom\Providence\ProvidenceHolyRay.ogg,Custom,Custom\Providence,ProvidenceHolyRay,自定义/Boss/系统,Custom\Providence 专用音效；动作：激光/光束；主题：Providence Holy Ray。 代码标识：bigShot2。,3.04,65.6,2,44100,2,Projectiles\Magic\PurgeGuzzlerHoldout.cs:90 (bigShot2); NPCs\Providence\Providence.cs:104 (HolyRaySound)
315,Custom\Providence\ProvidenceSizzle.ogg,Custom,Custom\Providence,ProvidenceSizzle,自定义/Boss/系统,Custom\Providence 专用音效；动作：通用/特殊；主题：Providence Sizzle。 代码标识：NearBurnSound。,2.30,47.4,2,192000,1,NPCs\Providence\Providence.cs:108 (NearBurnSound)
316,Custom\Providence\ProvidenceSpawn.ogg,Custom,Custom\Providence,ProvidenceSpawn,自定义/Boss/系统,Custom\Providence 专用音效；动作：移动/生成/阶段转换；主题：Providence Spawn。 代码标识：SpawnSound。,3.15,56.5,2,44100,1,NPCs\Providence\Providence.cs:103 (SpawnSound)
317,Custom\PumpkinEmerge1.ogg,Custom,Custom,PumpkinEmerge1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：移动/生成/阶段转换；主题：Pumpkin Emerge。 代码标识：GrowSound。,0.64,16.5,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:157 (GrowSound)
318,Custom\PumpkinEmerge2.ogg,Custom,Custom,PumpkinEmerge2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：移动/生成/阶段转换；主题：Pumpkin Emerge。 代码标识：GrowSound。,0.72,17.8,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:157 (GrowSound)
319,Custom\PumpkinEmerge3.ogg,Custom,Custom,PumpkinEmerge3,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：移动/生成/阶段转换；主题：Pumpkin Emerge。 代码标识：GrowSound。,0.62,14.7,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:157 (GrowSound)
320,Custom\PumpkinExplode1.ogg,Custom,Custom,PumpkinExplode1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Pumpkin Explode。 首处代码上下文：PumpkaboomBig.cs。,0.57,14.9,2,44100,3,Projectiles\Rogue\PumpkaboomBig.cs:257; Projectiles\Rogue\PumpkaboomSmall.cs:227; Projectiles\Summon\HarvestStaffMinion.cs:167 (BoomSound)
321,Custom\PumpkinExplode2.ogg,Custom,Custom,PumpkinExplode2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Pumpkin Explode。 代码标识：BoomSound。,0.65,16.7,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:167 (BoomSound)
322,Custom\PumpkinExplodeGFB1.ogg,Custom,Custom,PumpkinExplodeGFB1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Pumpkin Explode GFB。 代码标识：BoomSoundGFB。,3.19,46.4,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:169 (BoomSoundGFB)
323,Custom\PumpkinExplodeGFB2.ogg,Custom,Custom,PumpkinExplodeGFB2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：爆炸/爆裂；主题：Pumpkin Explode GFB。 代码标识：BoomSoundGFB。,3.22,61.1,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:169 (BoomSoundGFB)
324,Custom\PumpkinIdle1.ogg,Custom,Custom,PumpkinIdle1,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Pumpkin Idle。 代码标识：IdleSound。,0.55,11.6,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:159 (IdleSound)
325,Custom\PumpkinIdle2.ogg,Custom,Custom,PumpkinIdle2,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Pumpkin Idle。 代码标识：IdleSound。,0.54,11.5,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:159 (IdleSound)
326,Custom\PumpkinIdle3.ogg,Custom,Custom,PumpkinIdle3,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Pumpkin Idle。 代码标识：IdleSound。,0.54,12.2,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:159 (IdleSound)
327,Custom\PumpkinIdle4.ogg,Custom,Custom,PumpkinIdle4,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：循环/开始结束/预警；主题：Pumpkin Idle。 代码标识：IdleSound。,0.58,12.8,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:159 (IdleSound)
328,Custom\PumpkinJump.ogg,Custom,Custom,PumpkinJump,自定义/Boss/系统,自定义系统/敌怪/Boss/环境音效；动作：通用/特殊；主题：Pumpkin Jump。 代码标识：JumpSound。,0.19,7.3,2,44100,1,Projectiles\Summon\HarvestStaffMinion.cs:165 (JumpSound)
